prop1;prop2;prop3;allprop
-1.358865;2.1771238;-0.04982051;[-1.305129    1.9871496  -0.42972168]
1.0653117;0.60960037;-2.0467215;[ 0.8793631  0.4381497 -1.7708955]
-0.90200955;1.3287052;0.37119249;[-1.0141345   1.1993681   0.00552056]
1.0031128;0.6434428;-0.76310635;[ 0.7610645   0.47709376 -0.86599   ]
-0.78170544;1.2621146;-0.1506244;[-0.7124637   1.1194323  -0.40130907]
1.1340343;0.17558245;-1.212406;[ 0.8831311   0.06858186 -1.1859953 ]
-0.48235172;0.3867345;-0.2156831;[-0.34674764  0.28397793 -0.40224728]
-0.3692426;-0.44608968;-0.86174285;[-0.378987   -0.48460615 -0.9350845 ]
0.58134675;-1.0791582;-1.822295;[ 0.731385  -1.1205674 -1.6876928]
0.1997644;1.5253152;-0.05695161;[ 0.10777567  1.248454   -0.12140843]
0.73820335;1.1813339;-0.3118884;[ 0.7281947   0.8725215  -0.28928852]
0.2396579;1.0964199;-0.2529987;[ 0.09645285  0.8576902  -0.18956017]
0.13192815;0.68114215;0.07237823;[ 0.03921887  0.50313854 -0.00801716]
0.19982477;0.61711395;-0.12511367;[ 0.22016765  0.46251953 -0.18722326]
0.20119911;0.16149206;-0.4098091;[ 0.16186398  0.02032812 -0.38188162]
0.1478292;-0.26511645;-0.20104438;[ 0.17953654 -0.32103926 -0.29752648]
-0.11601764;-1.1185061;-0.8399792;[-1.0715276e-03 -1.1353257e+00 -8.3676833e-01]
-0.6937484;1.2898054;-0.5043574;[-0.63719916  1.0840961  -0.41319302]
-0.7110258;1.7719358;0.62568027;[-0.7996448  1.5153495  0.5481406]
-0.78374994;1.3159837;0.36506474;[-0.8413935  1.0673866  0.3753475]
-0.84502965;1.3099501;-0.5850501;[-0.8344623  1.0974288 -0.5572409]
-0.68587494;0.87144226;0.36965626;[-0.58612704  0.6944337   0.23204468]
-0.24198283;0.8707167;0.45729494;[-0.17216547  0.62661934  0.21243675]
-0.5182975;0.42395848;0.1383986;[-0.4957556   0.24624361  0.17209879]
-0.65654486;0.4880619;-0.16969475;[-0.5698957  0.3296641 -0.2788346]
-0.24080552;0.033842865;0.42092773;[-0.21609263 -0.01850146  0.21718487]
-0.4998632;-0.44759625;-0.09421927;[-0.5027007  -0.42270136 -0.14207758]
-0.5934244;0.025835678;0.29392773;[-0.61376387 -0.06812212  0.24934484]
-0.5237956;0.4186918;-0.48150992;[-0.40817255  0.2489927  -0.5233875 ]
-1.6767528;2.2961762;0.1425442;[-1.4996723   2.1284478   0.04190259]
-1.1255108;1.4633952;0.09744137;[-1.0078984   1.3886584   0.01957998]
-0.657276;0.5867194;-0.04481234;[-0.6041912   0.4964208  -0.16703396]
-0.53971016;0.55576307;-0.0951785;[-0.40975863  0.44723558 -0.25403926]
-0.34253442;-0.80968696;-0.57655036;[-0.30400056 -0.75894535 -0.6830568 ]
-0.27018684;1.0307655;0.2480157;[-0.32029814  0.82601845  0.19747046]
0.49454582;0.10446677;0.13448708;[ 0.30937612  0.05451004 -0.09830514]
0.15308176;0.5469134;0.034107894;[0.14209124 0.3952638  0.0145743 ]
-0.10932782;-0.29555345;0.26197287;[-0.04753695 -0.30040085 -0.08547917]
0.46030116;-0.7972713;-0.4151165;[ 0.43920583 -0.7670284  -0.46590313]
0.40444803;-1.3027693;-1.4493873;[ 0.49406832 -1.2498056  -1.3416041 ]
-0.10126889;-0.73610544;-0.122281045;[-0.08587731 -0.74260247 -0.27417523]
-0.50181824;0.8342381;-0.57572144;[-0.38629448  0.6444032  -0.601042  ]
-0.33319747;-0.029960811;-0.2225107;[-0.31986117 -0.12189622 -0.31792215]
-0.82962435;1.7262319;-0.75670546;[-0.85352564  1.4865596  -0.80810136]
-0.4653629;0.8514456;-0.47712594;[-0.34614062  0.6452033  -0.46601906]
-0.39868134;0.04296543;-0.18936677;[-0.37181115 -0.07468572 -0.20885123]
-0.4662887;-0.0014536083;-0.47781372;[-0.49073106 -0.0128098  -0.5119376 ]
-0.17148949;-0.93370205;-0.31762516;[-0.25303334 -0.92514795 -0.5488941 ]
-0.53160816;0.65506524;0.09245992;[-0.50183713  0.51853234 -0.06371001]
-0.47845316;-0.17577092;-0.21313295;[-0.42077887 -0.07605696 -0.30640078]
-1.7085783;2.6195104;-1.6694102;[-1.6615485  2.3833454 -1.4167331]
-0.73510313;1.7036539;-0.110480145;[-0.8241446   1.4579846  -0.17493819]
-0.57485574;0.83190423;-0.08700617;[-0.57462394  0.66753423 -0.10645503]
-0.46407157;0.8075088;-0.19855481;[-0.43678725  0.59149516 -0.24220543]
-0.53327405;-0.057066724;-0.40613255;[-0.51933086 -0.03115728 -0.31308544]
-0.50430745;0.8168539;-0.6159838;[-0.4178384   0.67097557 -0.6714898 ]
-0.23786364;-0.042473465;-0.26150253;[-0.22331913 -0.16067646 -0.33296776]
-0.40324503;-0.99513155;-0.42296213;[-0.39505148 -0.86864245 -0.53257513]
-0.7876115;1.264906;0.10612221;[-0.74852765  1.1822017  -0.2802414 ]
0.8837669;0.6733452;-0.48142678;[ 0.640728    0.49062914 -0.28995135]
0.8331004;0.20986058;-1.1910275;[ 0.72509545  0.11977519 -1.0741273 ]
0.85237825;0.16090098;-0.6405511;[ 0.6809757   0.17390132 -0.6305826 ]
0.6701465;-0.25017422;-1.9326885;[ 0.74601644 -0.26598513 -1.6173584 ]
-1.3665813;2.1806343;0.347038;[-1.2537657  2.080822  -0.0557205]
-0.8638374;1.8030359;0.19021022;[-0.78135824  1.6719902   0.04570102]
0.8185482;1.1580924;0.26381144;[ 0.61856294  0.9166789  -0.1137116 ]
-1.0550314;1.3506013;0.3867064;[-1.057156   1.259331  -0.0756736]
-0.7326209;0.48946035;0.38232675;[-0.7171531   0.45645988  0.02069143]
0.736707;-0.17283545;-0.86716795;[ 0.636241   -0.24531175 -0.9795106 ]
-0.07249667;-0.2792905;-0.74540687;[ 0.00857617 -0.2732432  -0.65371144]
0.14032431;1.4855686;-0.109501675;[ 0.09095713  1.2788659  -0.2000808 ]
0.13829625;0.6232179;-0.037105102;[ 0.15927897  0.48485267 -0.11871725]
-0.059910312;1.090998;-0.30880076;[-0.01612602  0.90835273 -0.18789883]
1.8222617;2.363129;-0.6821916;[ 1.8604159  1.9426416 -1.2568773]
1.7234901;1.9269595;-1.0636404;[ 1.8808159  1.6202313 -1.2203555]
-0.72989947;2.2888708;-0.19655368;[-0.51890254  2.1254387  -0.23238347]
0.5456291;1.0862092;-1.276754;[ 0.6529618   0.73593533 -1.1672901 ]
0.72361773;1.1975406;-0.5079919;[ 0.51118    0.803397  -0.6428073]
0.8453925;0.46682918;-2.0396047;[ 0.9483173  0.2337102 -1.7590879]
1.0193247;0.03884492;-1.5995432;[ 0.8483555  -0.17964391 -1.6207556 ]
0.85150164;-0.41981602;-2.3211713;[ 0.7669081  -0.52542734 -2.0590546 ]
-0.27457654;0.3222009;-0.3593135;[-0.22310032  0.24650128 -0.5277786 ]
0.2362939;0.27985406;-0.9642967;[ 0.17483991  0.1378715  -0.81088656]
-0.18826099;-0.62452143;-1.151252;[-0.02919252 -0.62737834 -1.2621878 ]
-0.5478135;0.83066756;-0.5316498;[-0.40298772  0.65246576 -0.4253072 ]
-0.7177772;0.8523479;0.14477098;[-0.7898917   0.7202649   0.14426465]
0.8003204;0.9895924;-1.1362437;[ 0.60814947  0.7562988  -1.0293956 ]
-0.8688105;1.2098473;-0.78078544;[-0.8178946  1.099888  -0.7732166]
0.8099765;0.12757097;-1.2159593;[ 0.8193145   0.01691064 -1.1740624 ]
-0.68694097;1.1698779;-0.7589444;[-0.7087867  1.0464246 -0.6772823]
0.6842314;-0.32787967;-1.9697909;[ 0.6965191  -0.35215402 -1.7245809 ]
0.808769;0.66887224;0.24992037;[0.704844   0.48484492 0.10783511]
-0.64229184;0.3902477;-0.23438913;[-0.68107927  0.32652265 -0.36042628]
0.7109123;-0.27094835;-1.0431617;[ 0.6463622  -0.28509307 -0.9899656 ]
0.7449371;-0.3418712;-0.9319535;[ 0.62171656 -0.3640651  -0.79337007]
0.778323;-0.29038006;-1.6780269;[ 0.83382523 -0.33724338 -1.518366  ]
0.046787273;0.13382334;-0.33717018;[ 0.09291515 -0.04883382 -0.3613588 ]
-0.06892611;0.1455267;-0.5262296;[-0.0215569   0.00293442 -0.4808093 ]
0.009471901;0.5705334;-0.38651413;[ 0.04475178  0.41467828 -0.46069404]
-0.18199743;-0.29035532;-0.8871914;[-0.09916548 -0.35766405 -0.7698893 ]
0.054024614;0.6416783;0.057991654;[ 0.01490982  0.47886306 -0.06589323]
-0.17015474;-0.7040935;-0.6815289;[-0.03816207 -0.7963246  -0.7027986 ]
-0.8530042;1.323813;-0.52555203;[-0.8458744   1.1384763  -0.49117652]
-0.2736686;0.48252112;0.14274204;[-0.06322624  0.29123586  0.02957388]
-0.45877182;-0.046783492;-0.37413898;[-0.17255427  0.00798622 -0.32977355]
-1.6898044;2.2387555;-0.6023885;[-1.6272931   2.0047357  -0.81737745]
-0.5557817;0.8867114;0.1259203;[-0.4525953   0.72516334  0.13923635]
-0.66037285;1.3092154;-0.70439607;[-0.6723456   1.1338047  -0.60819143]
-0.4993624;0.8779935;-0.19528317;[-0.30506617  0.7356852  -0.18490435]
-0.5488559;0.4338088;-0.47506744;[-0.45616657  0.30851215 -0.26054588]
-1.1235446;1.3762671;0.27075323;[-1.0444177   1.2046536   0.11727057]
-0.65362585;0.94729996;0.39754862;[-0.672598    0.80813503  0.40558198]
-0.6511393;0.46364444;0.023252644;[-0.6664078   0.3893661   0.00513161]
-0.83903486;1.3196623;-0.5165664;[-0.8355956   1.0997728  -0.58247435]
-0.21758707;0.494824;0.32522884;[-0.03798176  0.28257716  0.10171391]
-0.50247264;0.45507258;-0.6105827;[-0.3857323   0.3432907  -0.42744163]
-0.5598247;-0.44588798;-0.65968066;[-0.38058472 -0.3536517  -0.626764  ]
-1.2192332;1.9159263;0.9209696;[-0.91203666  1.6692808   0.80545235]
-0.9766291;1.8376001;0.97549397;[-0.9552835  1.6373078  0.7276278]
-0.6602022;0.9193525;-0.22061598;[-0.4290846   0.7455164  -0.22641186]
-0.7137894;0.44723827;-0.5594356;[-0.50786394  0.42590988 -0.5635235 ]
-0.48866355;0.07747103;0.30254468;[-0.25825053  0.06659178  0.12982576]
-0.7767379;1.0582219;0.9674214;[-0.8978212   0.9169321   0.86085397]
-0.21907859;0.00699991;-0.036837775;[-0.00699104 -0.04968689 -0.1435016 ]
-1.7016644;2.211754;-0.7537377;[-1.6589129  2.0031438 -1.1366493]
-0.70877165;0.8731725;-0.028857235;[-0.5259211  0.6984366  0.0576192]
-0.5618579;0.40901828;-0.27696955;[-0.46700704  0.27017698 -0.28915694]
-0.8133766;0.4732808;0.24138168;[-0.8146888   0.36216676  0.2814809 ]
-0.65743893;0.477691;0.21480381;[-0.6734199   0.36435813  0.12955539]
-0.8311778;1.2973379;-0.58422905;[-0.86769974  1.1075819  -0.7342183 ]
-0.57826805;0.42081302;-0.1742917;[-0.44092447  0.25545418 -0.08685778]
-0.50114924;-0.031591296;-0.18280497;[-0.25773895 -0.04758118 -0.12409008]
-0.40621072;-0.031297103;-0.22993076;[-0.13052537 -0.08860891 -0.21201405]
-0.4470976;0.38968563;-0.764679;[-0.49256843  0.29469365 -0.71621525]
0.5662469;0.19427812;-2.0888448;[ 0.6823538   0.00354645 -1.8419057 ]
1.0937812;-0.41655552;-3.7971094;[ 1.2467089 -0.6119446 -3.2258313]
0.8618897;0.25133103;-0.6432385;[ 0.6160829   0.11716387 -0.607481  ]
0.6227773;0.17966768;-0.9543338;[ 0.77148694  0.12474614 -1.2535893 ]
0.98302156;-0.46364123;-2.5713034;[ 1.4079238 -0.5470601 -2.6182148]
-0.48498386;0.46433187;-0.26514044;[-0.48564225  0.34795594 -0.56766   ]
1.064258;-0.19730853;-1.2506169;[ 0.83352333 -0.26369345 -1.3407015 ]
0.83455765;-1.3113331;-3.3932633;[ 1.1399508 -1.433483  -3.1478753]
1.1153743;-0.07418613;-1.4498271;[ 0.68051416 -0.19613798 -1.3824145 ]
1.0011033;-0.008587107;-0.20736653;[ 0.6775137   0.00453416 -0.51196045]
-0.35395747;0.15595517;-0.022107359;[-0.17084108  0.16900767 -0.34394702]
-0.1824487;-0.26038677;-0.64555216;[-0.07747723 -0.31682223 -0.6807671 ]
-0.33181834;0.9036699;0.4416207;[-0.37829077  0.78944814  0.09880908]
-0.4402581;0.8990058;-0.20979092;[-0.39655656  0.7909936  -0.36963528]
-0.68843204;1.8331963;-0.07026103;[-0.5972069   1.643127   -0.20780109]
0.10199666;-0.26464438;-0.048540335;[ 0.16476509 -0.27359128 -0.19487004]
2.7507799;0.08122857;-0.35869652;[ 2.952426   -0.11463723 -0.46778056]
0.48410636;0.114137195;-0.15045057;[ 0.41303608  0.07567465 -0.14067392]
0.10621998;-0.73863685;-0.43530914;[ 0.20231327 -0.6934077  -0.50165904]
0.4546271;1.012904;-0.007434871;[ 0.38674456  0.8817569  -0.00422539]
-0.28460306;0.56082475;-0.24040043;[-0.15009747  0.4970916  -0.349196  ]
0.17158015;-0.663832;0.26372325;[ 0.22452834 -0.6776117  -0.0384557 ]
-0.1437198;0.01090857;-0.15573925;[-0.10047622 -0.0841513  -0.25747862]
-0.35277426;-0.00023986399;-0.6678382;[-0.3277821  -0.02228099 -0.6279754 ]
-0.7648408;1.7369015;-0.659799;[-0.7114882  1.5414371 -0.5645681]
-1.0954765;1.7905605;0.40538257;[-1.1042844   1.5753915   0.17224358]
-0.43667656;0.05683914;0.2849533;[-0.46772438 -0.03995276  0.05938137]
-0.42346352;0.9129978;0.20430416;[-0.22851725  0.6938845   0.01930019]
-0.50494117;0.89902717;-0.028520506;[-0.36707723  0.71208036 -0.12258993]
-0.36596787;0.5074543;0.30688217;[-0.06191994  0.31959653 -0.0030957 ]
-1.6824297;2.231682;-0.43863702;[-1.6241997  1.9835482 -0.8949618]
-1.053732;1.8657979;0.84540594;[-0.90778744  1.6257261   0.5625832 ]
-0.5931215;0.9515196;0.7744595;[-0.546188   0.7715547  0.3987409]
-0.60123724;0.068969116;0.26469848;[-0.31595302  0.00380751  0.11147021]
-1.06347;1.3783859;0.48170912;[-1.0507339   1.1952046   0.10579893]
-0.65937406;0.48121685;0.39173275;[-0.67625713  0.3740716   0.09277864]
-0.4192657;0.057454914;0.48999274;[-0.32676792  0.0977656   0.1887379 ]
-0.53282285;-0.3981409;0.18262178;[-0.5412584  -0.37058556 -0.00963243]
-0.38337672;0.06673182;0.5896358;[-0.24156706 -0.01419892  0.10082723]
0.086341634;1.0598439;-0.13532199;[ 0.02246384  0.9137138  -0.18581726]
0.14806339;0.65903705;-0.34953246;[ 0.05316854  0.49760246 -0.37551942]
0.5890353;0.011423361;-0.2784952;[ 0.4233114  -0.0406611  -0.37655163]
0.04053437;0.19492292;-0.13244146;[ 0.02926062  0.18207902 -0.22030756]
1.4720719;-0.41762167;-0.99997544;[ 0.9779695  -0.52933407 -0.9139874 ]
-0.047029242;-0.7005765;-0.88250405;[-0.06221606 -0.7212259  -0.87176824]
-0.17148842;-1.3728621;-1.2438021;[-0.04066278 -1.3506762  -1.0128727 ]
-1.374564;1.7653989;-0.3910609;[-1.2925084   1.631904   -0.23741305]
-0.89088315;1.3344434;0.27520066;[-0.92985845  1.2033685   0.13610454]
0.8990351;0.6247521;-0.683326;[ 0.93790483  0.44484788 -0.9916591 ]
1.0297343;0.61972296;-0.66230977;[ 0.9751142   0.44425946 -0.6986378 ]
0.71944857;0.15352301;-1.7379801;[ 0.7740104   0.07117513 -1.3774498 ]
0.33679074;0.61776716;-0.78016776;[ 0.3010819   0.37008518 -0.65210694]
0.9841089;0.64209455;-0.08363995;[ 0.8795599   0.48624116 -0.2779175 ]
1.0440205;0.32718098;0.092555955;[0.8896879  0.16515979 0.00272264]
0.6367626;-0.17560196;-0.24435213;[ 0.60943353 -0.17452037 -0.37116072]
-1.044496;0.93849915;-0.23556715;[-0.9885739   0.90519786 -0.2709024 ]
-0.67246485;0.0011623129;-0.13616502;[-0.641739    0.04619181 -0.2604609 ]
-0.7925427;0.85070664;-0.4958403;[-0.7717049   0.75838745 -0.43401375]
-0.67216504;0.4542747;0.06706125;[-0.5704582   0.35102284 -0.13167529]
-0.2751882;0.42506796;0.09999435;[-0.20598073  0.29634684  0.03714309]
0.20324343;-0.29094398;-0.84154266;[ 0.33972698 -0.36736077 -0.7458756 ]
0.013586462;0.14363882;-0.33969623;[ 0.07113139  0.05399496 -0.32556084]
0.12767762;0.17663871;-0.112027526;[ 0.11537033  0.10058922 -0.11610317]
0.12101311;-0.20591758;0.16281164;[ 0.13254865 -0.18384466 -0.09430139]
-0.35892463;-0.230274;0.011993218;[-0.28857744 -0.37085313 -0.04873389]
-0.05879025;-0.27471197;-0.32487625;[ 0.05738938 -0.37023765 -0.36375526]
0.24052438;-0.2935028;-0.009430695;[ 0.21623823 -0.2758569  -0.21293725]
-0.2575817;-0.2979656;-0.13760388;[-0.1227024  -0.4579193  -0.23690835]
-0.9062188;1.3050071;0.4455056;[-0.84390235  1.096739    0.2457998 ]
-0.7775329;0.49641907;0.1618311;[-0.69556475  0.37214893 -0.00153815]
-0.53039795;0.4357007;-0.50668246;[-0.443523    0.31563604 -0.48709735]
0.38835007;0.37832397;-0.48914617;[ 0.356036    0.2701205  -0.50921786]
0.11258509;0.17456344;-0.28562316;[ 0.13962102  0.03793712 -0.2843134 ]
0.9706365;0.6940247;-1.053715;[ 0.9322376   0.46763217 -1.1600183 ]
0.4703498;0.3755169;-0.4222908;[ 0.35565406  0.27993214 -0.37108424]
0.15503378;1.5134904;-0.15026109;[-0.01425467  1.247136   -0.24259157]
0.21632041;0.6207351;-0.023672368;[ 0.18019786  0.4702608  -0.14974982]
0.5447172;-0.6371278;-0.056571607;[ 0.5709425 -0.6008149 -0.2903529]
0.18421546;-0.25502604;-0.12607232;[ 0.18105857 -0.3317945  -0.26185787]
0.116668746;0.5952453;-0.19479582;[ 0.08258085  0.4407078  -0.11300159]
0.5766192;1.1337094;-0.14053348;[ 0.5572102   0.87833464 -0.09045357]
0.6399705;-0.29490972;-1.2541673;[ 0.7273449  -0.29042298 -1.2159017 ]
-0.11185275;-0.37421036;-0.40641218;[ 0.05015564 -0.47678852 -0.46034718]
0.36786675;0.35898072;-0.7789786;[ 0.37575766  0.26772112 -0.6910158 ]
-1.3795965;1.8151917;-0.1406669;[-1.3907782   1.7053138  -0.20400015]
0.57113236;0.22747697;-0.34680396;[ 0.46104252  0.24148196 -0.53087884]
-1.0507916;1.0053878;-0.16968328;[-1.0219309   0.96169543 -0.27542683]
0.6782463;0.29665762;-0.9509506;[ 0.52848047  0.17555623 -0.97518283]
0.32401353;-1.0186652;-1.6321881;[ 0.33903182 -1.0220385  -1.5707549 ]
0.54706985;-0.61579496;-0.7126396;[ 0.39821923 -0.5421161  -0.6898551 ]
0.7901444;0.27935272;-0.94983375;[ 0.71051717  0.18992831 -1.0161271 ]
-0.15580358;0.0021742955;0.23326613;[-0.19257124  0.14056244 -0.07612938]
0.24973136;-1.0444428;-1.6199832;[ 0.37961584 -0.98456657 -1.545513  ]
0.03309582;1.1376388;-0.095403135;[-0.04945023  0.9607136  -0.16363889]
-0.27925545;-0.21108894;-0.5662265;[-0.2826215  -0.19796143 -0.62187624]
-0.18795241;0.3098882;-0.11300404;[-0.13326682  0.1998072  -0.25368333]
0.8748082;0.65948576;-0.6590376;[ 0.74014556  0.5353295  -0.84565526]
-1.3933703;2.1539125;-0.6419032;[-1.4398178  1.9646465 -0.7187185]
1.0539849;0.21317367;0.055205867;[ 0.8146855   0.17954294 -0.32843   ]
-0.6613825;0.4158783;-0.09648223;[-0.61674607  0.3143993  -0.4213235 ]
-0.5033509;0.33938682;-0.6670711;[-0.519785    0.30083078 -0.70647347]
1.0183984;0.5978356;-1.5226185;[ 0.9431764  0.4438854 -1.6372836]
0.9025319;0.17453979;-0.9912001;[ 0.84711564  0.03551087 -0.9787293 ]
-0.8285559;1.8087572;0.17478381;[-0.891186    1.6290759   0.27323532]
-0.1883621;-0.40925777;-0.384555;[-0.12227131 -0.46708667 -0.4959647 ]
0.43970764;0.97810966;-0.015624214;[ 0.3891883   0.85136205 -0.01263954]
1.8725156;0.07514807;-0.17447028;[ 2.107027  -0.1631041 -0.6587606]
1.6624361;0.15376505;-0.15374607;[ 1.975341   -0.03303961 -0.4623643 ]
0.103878185;0.12955701;0.12501028;[ 0.14465275  0.08965366 -0.05142931]
1.6970435;-0.73945665;-0.14427687;[ 1.8104385 -0.956007  -0.8707038]
0.21601325;-0.78870577;0.03673925;[ 0.27069715 -0.7485331  -0.21236831]
0.19728656;-0.85556716;-0.37891054;[ 0.08484447 -0.8317267  -0.45115584]
2.7926831;0.03225489;-0.4017832;[ 2.975779   -0.11069809 -0.48379394]
-0.58492595;0.7982539;-0.13083905;[-0.56366086  0.63934183 -0.15914956]
-0.4000849;0.7589062;-0.24571142;[-0.3760026   0.56376386 -0.3680334 ]
-0.50830704;0.8375617;-0.5617689;[-0.38747042  0.6743418  -0.5610796 ]
-0.36746466;-0.021546163;-0.18102896;[-0.3881994  -0.09788069 -0.2584114 ]
-1.6913366;2.6126797;-1.3245442;[-1.6294421  2.3512404 -1.2636482]
-0.6009523;0.8194641;-0.040675495;[-0.6134645   0.6794287  -0.09633614]
-0.6296327;1.655697;-0.15061656;[-0.6735939   1.4135083  -0.26547158]
-0.3993342;0.78098035;-0.22784859;[-0.38991833  0.59716976 -0.3268874 ]
-1.1347624;1.7616149;-0.09099989;[-1.0628536   1.5545646  -0.10934453]
-1.6996354;2.2065446;-1.0390933;[-1.6563514  2.0024135 -1.1377659]
-0.78803706;0.4304564;-0.03800981;[-0.6764409   0.31936455 -0.12506138]
-0.5327704;0.38455468;-0.3401284;[-0.45055598  0.2574184  -0.3104655 ]
-1.132493;1.3559966;-0.057940695;[-1.0048053   1.1861295  -0.13753197]
-0.7136426;0.4797989;-0.17613783;[-0.6726477   0.36546016 -0.25210747]
-0.44480944;-0.021952875;-0.012662549;[-0.22804655  0.00655925 -0.06463357]
-0.6171021;-0.47848707;-0.1753259;[-0.50195813 -0.45632023 -0.2724313 ]
-0.43653482;0.6071899;-1.0428157;[-0.24400328  0.43977183 -1.1160178 ]
1.0470951;-0.028399043;-0.15922335;[ 0.9253918   0.01399164 -0.19405697]
0.87991965;-0.3216009;-0.012651231;[ 0.6717373  -0.3129819  -0.44357023]
-0.2063572;0.12330245;0.22240159;[-0.17492633  0.127633   -0.14013685]
1.2203906;-0.3268286;-0.51867527;[ 1.1010472  -0.42545837 -0.70465595]
-0.40645725;-0.20670615;-1.0478941;[-0.2312441 -0.2849182 -1.1211054]
0.67359465;-0.8097016;-1.0724018;[ 0.40321857 -0.8146194  -1.3503095 ]
1.8345307;0.3415798;-1.0456593;[ 1.1335331   0.11819175 -0.8151955 ]
1.2566212;-1.0584484;-1.1435945;[ 1.1559285 -1.0634897 -1.1565906]
0.8073851;-0.5778938;-1.1218002;[ 0.7792371  -0.54268515 -0.99467105]
-0.40874463;-0.2790314;-1.0943327;[-0.22248547 -0.3418048  -1.1353942 ]
0.33899957;-0.8913458;-2.0219188;[ 0.4209754 -0.9134321 -2.0520995]
1.0046675;-0.9308006;-1.1747859;[ 0.84698415 -0.9098568  -0.99330837]
-0.50433546;-0.75120306;-0.6732023;[-0.34097648 -0.7247077  -0.58641684]
0.21973357;0.28086442;-0.33457828;[ 0.16513152  0.2356746  -0.21253063]
0.7139277;-0.18992163;-0.5557908;[ 0.5272628  -0.22065507 -0.42458895]
0.7291414;-0.68148714;-1.3360567;[ 0.44902784 -0.7070388  -1.3192829 ]
0.32143658;-0.10709301;-0.40014073;[ 0.00548168 -0.11540125 -0.32881957]
0.85357577;-0.45346457;0.05106284;[ 0.5586026  -0.4707545  -0.17929466]
0.39520085;-1.4731762;-1.1952825;[ 0.50257164 -1.4345549  -1.2704765 ]
-0.02268906;-0.6081287;-0.4748274;[ 0.14851162 -0.5812126  -0.39232445]
-0.11037482;-0.9187477;-1.13577;[-0.19124813 -0.94929063 -1.1386641 ]
0.36492616;-1.5550853;-1.4872751;[ 0.34560788 -1.4925884  -1.4249917 ]
0.08567798;-0.9666802;-0.53816456;[ 0.05904904 -0.9470408  -0.47486886]
0.8440075;0.56365836;-1.955884;[ 0.94795287  0.5070159  -1.8096751 ]
0.92361957;0.63635665;-0.10529047;[ 0.6625309   0.42686737 -0.02838894]
1.0847609;0.097286336;-0.4235598;[ 0.7155778   0.09257407 -0.4751036 ]
0.63347465;0.16212425;-0.18467209;[ 0.58718616  0.09216869 -0.3707904 ]
0.85952955;1.0564891;-0.25279817;[ 0.72321117  0.80524796 -0.36907005]
0.79181814;0.61801004;-0.2748008;[ 0.6538822   0.36588973 -0.5181681 ]
0.91091186;0.16341978;-0.4609477;[ 0.70742756  0.06949597 -0.75452256]
0.9182666;0.5599859;-1.349161;[ 0.9523967   0.44041598 -1.2790389 ]
0.8518639;0.103357114;-0.6669026;[ 0.7952169   0.05440364 -0.6777806 ]
0.8050626;0.71173793;0.12620391;[0.6333563  0.45289814 0.12479089]
0.10132521;0.16946241;-0.30060285;[ 0.34331614  0.14265642 -0.38641936]
0.67392874;0.18061611;-0.36743328;[ 0.58658445  0.03587658 -0.50857264]
0.55274576;0.18437114;-0.120069;[ 0.5422213   0.12481229 -0.32439092]
0.8250611;-0.7048832;-0.79776937;[ 0.79123706 -0.6902586  -0.8010877 ]
0.912292;-0.6915683;-0.56516516;[ 0.59909093 -0.63737935 -0.68053347]
0.808006;-0.2689849;-1.6053376;[ 0.83376527 -0.28368813 -1.4330258 ]
0.7742509;-0.6651699;-0.67937994;[ 0.6702064  -0.66207474 -1.0050638 ]
0.10964289;1.4805886;-0.12564687;[ 0.04498045  1.250599   -0.23742236]
-0.19898845;0.54639125;-0.4041224;[-0.15740426  0.3727994  -0.4615737 ]
-0.010062031;0.15676409;0.1841584;[ 0.0832267   0.07049683 -0.23113044]
-0.12884814;-0.28246993;-0.26927972;[-0.00496237 -0.32611275 -0.50316817]
-0.13356957;-0.24578647;-0.21751308;[-0.00058065 -0.27813476 -0.39779195]
0.12333066;1.5637606;-0.2952471;[-0.1146238  1.2800666 -0.3829595]
0.53983706;0.74683034;-0.20254457;[ 0.47914934  0.54760647 -0.16456152]
0.13065203;0.6452475;-0.3484;[ 0.13486546  0.43830764 -0.3923209 ]
0.5561843;0.2903787;-0.26660728;[ 0.60984796  0.18049447 -0.2694431 ]
0.6924419;-0.6063698;-1.0580797;[ 0.8815861  -0.66964155 -1.0146842 ]
0.8516901;1.1938617;-0.9742906;[ 0.94642174  1.000642   -0.98087853]
0.8482366;0.90270954;0.0015091784;[ 0.65198624  0.75508994 -0.05546567]
-1.013156;1.093591;-0.16228217;[-1.0184084   1.0682889  -0.19837129]
0.7091377;-0.64289063;-0.7290937;[ 0.46450716 -0.6476259  -0.73029625]
1.2198524;-0.057286307;-0.36241293;[ 0.7843685   0.01834914 -0.41916654]
-0.8037834;0.97694343;-0.27046078;[-0.8382195   0.88126767 -0.29566905]
0.8232735;0.3102173;-1.1153333;[ 0.8928755   0.28209338 -1.0438035 ]
-0.56444216;-0.4440971;-0.804963;[-0.59216344 -0.46243405 -0.86108345]
0.93114483;-0.49145746;-1.2561493;[ 0.86311644 -0.4198022  -1.2768527 ]
-0.18428032;0.3874992;0.0480898;[-0.07341112  0.31361085 -0.19534172]
0.100683555;-0.5236708;-0.19630486;[ 0.100187   -0.48518264 -0.42178985]
-0.7575204;1.2330959;-0.32598478;[-0.8167306   1.0658888  -0.35458446]
0.8278571;1.1282512;-0.061685544;[ 0.5889436   0.88601696 -0.3039898 ]
